created_on,session_id,message,response,message_id,query,is_satisfactory,comment,name,team,proficiency
2024-12-15T22:55:22.032413,Y3VidXJ0X2Fjbl9iZWdpbm5lcg==,,,,,,,cuburt,acn,Beginner
